selection_rank,appid,name,total_ratings_pos_neg,positive_ratio,steamspy_owners,v005_split,v005_model,llm6_model_used,corpus_label_12,is_core_strict_12,is_core_broad_12,is_core_maybe_12,is_review_pool_12,is_missing_llm_result,llm6_has_clear_main_protagonist,llm6_protagonist_name,llm6_protagonist_type,llm6_protagonist_confidence_0_3,primary_archetype_12,secondary_archetype_12,tertiary_archetype_12,primary_archetype_12_is_valid,original_shadow_antihero_present,original_primary_was_shadow_antihero,llm6_shadow_load_0_3,shadow_load_category,archetype_12_correction_method,llm6_primary_archetype,llm6_secondary_archetype,llm6_tertiary_archetype,llm6_archetype_confidence_0_3,llm6_archetype_suitability_0_3,llm6_player_projection_0_3,llm6_narrative_complexity_0_3,llm6_suggested_include_in_final_corpus,llm6_needs_manual_review,needs_manual_review_12,llm6_evidence_basis,llm6_exclusion_reason,llm6_note,rank_bin_5000,available_terms_for_later_inspection,control_protagonist,llm6_custom_id,llm6_split_label,llm6_part_no,llm6_source_output_file
45219,496520,Typing with Jester,18,0.7222222222222222,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,player_avatar_weakly_defined,2.0,Jester/Trickster,Explorer/Seeker,Creator/Artist,True,False,False,0.0,none,original_primary_valid_12,Jester/Trickster,Explorer/Seeker,Creator/Artist,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Typing game with jester framing,45001-50000,,,steam-v006-rest54mini-part_009-chunk-0085-ranks-45201-45250,,9.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_009_output.jsonl
45225,509170,VRNinja,18,0.5,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,silent_fixed_protagonist,2.0,Hero/Warrior,Rebel/Outlaw,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Rebel/Outlaw,Shadow/Antihero,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Ninja implies fixed silent protagonist,45001-50000,,,steam-v006-rest54mini-part_009-chunk-0085-ranks-45201-45250,,9.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_009_output.jsonl
45236,520750,DWVR,18,0.8888888888888888,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,silent_fixed_protagonist,2.0,Hero/Warrior,Rebel/Outlaw,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Rebel/Outlaw,Shadow/Antihero,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,VR ninja action title,45001-50000,,,steam-v006-rest54mini-part_009-chunk-0085-ranks-45201-45250,,9.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_009_output.jsonl
45245,562620,Robonauts,18,0.6111111111111112,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,silent_fixed_protagonist,2.0,Hero/Warrior,Ruler/Leader,Everyman/Orphan,True,False,False,1.0,low,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Everyman/Orphan,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Robonauts suggests fixed avatar,45001-50000,,,steam-v006-rest54mini-part_009-chunk-0085-ranks-45201-45250,,9.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_009_output.jsonl
45248,568030,Last Mage Standing,18,0.8888888888888888,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,player_avatar_weakly_defined,2.0,Magician/Transformer,Rebel/Outlaw,Ruler/Leader,True,False,False,1.0,low,original_primary_valid_12,Magician/Transformer,Rebel/Outlaw,Ruler/Leader,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,"Last mage standing, player avatar",45001-50000,,,steam-v006-rest54mini-part_009-chunk-0085-ranks-45201-45250,,9.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_009_output.jsonl
46104,3478950,In Purr-Suit,18,1.0,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,In Purr-Suit,fixed_named_single,2.0,Explorer/Seeker,Jester/Trickster,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Jester/Trickster,Everyman/Orphan,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Cat chase protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0003-ranks-46101-46150,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46107,3544460,Kitsune,18,0.7777777777777778,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Kitsune,fixed_named_single,2.0,Magician/Transformer,Explorer/Seeker,Innocent,True,False,False,0.0,none,original_primary_valid_12,Magician/Transformer,Explorer/Seeker,Innocent,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Fox spirit lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0003-ranks-46101-46150,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46207,608540,Blastercell,17,0.6470588235294118,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Blastercell,silent_fixed_protagonist,2.0,Hero/Warrior,Explorer/Seeker,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Explorer/Seeker,Shadow/Antihero,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Playable avatar in action game,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46209,613040,A Lost Room,17,0.5882352941176471,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,A Lost Room,silent_fixed_protagonist,2.0,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Silent adventure protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46210,614700,Nightmare Grotto,17,0.7647058823529411,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Nightmare Grotto,silent_fixed_protagonist,2.0,Explorer/Seeker,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Explorer/Seeker,Shadow/Antihero,Hero/Warrior,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Likely silent explorer in horror,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46211,615080,Runaway Train,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Runaway Train,silent_fixed_protagonist,2.0,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,True,False,False,1.0,low,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Player likely guides a runaway scenario,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46214,620350,Dark Hope: A Puzzle Adventure,17,0.5294117647058824,"200,000 .. 500,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Dark Hope: A Puzzle Adventure,silent_fixed_protagonist,2.0,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Silent puzzle-adventure role,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46218,635520,Phantasmat: The Endless Night Collector's Edition,17,0.7647058823529411,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Phantasmat: The Endless Night Collector's Edition,fixed_named_single,2.0,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Sage/Investigator,Everyman/Orphan,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Hidden-object adventure with heroine,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46219,648570,Hell Dimension VR,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Hell Dimension VR,silent_fixed_protagonist,2.0,Hero/Warrior,Magician/Transformer,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Shadow/Antihero,Magician/Transformer,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,"VR action role, likely fixed avatar",45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46223,660270,Space Scumbags,17,0.4117647058823529,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Space Scumbags,fixed_named_single,2.0,Rebel/Outlaw,Jester/Trickster,Uncertain,True,True,False,2.0,medium,original_primary_valid_12,Rebel/Outlaw,Shadow/Antihero,Jester/Trickster,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Outlaw crew likely central,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46225,661030,Aliens&Asteroids,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Aliens&Asteroids,silent_fixed_protagonist,2.0,Hero/Warrior,Explorer/Seeker,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Explorer/Seeker,Rebel/Outlaw,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Arcade shooter avatar,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46231,673480,Timbertales,17,0.7058823529411765,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Timbertales,fixed_named_single,2.0,Everyman/Orphan,Hero/Warrior,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Hero/Warrior,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Likely story-led adventure,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46234,680350,Hurl VR,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Hurl VR,silent_fixed_protagonist,2.0,Hero/Warrior,Jester/Trickster,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Jester/Trickster,Rebel/Outlaw,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,VR action avatar,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46236,681630,Voxel Interceptor,17,0.7647058823529411,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Voxel Interceptor,silent_fixed_protagonist,2.0,Hero/Warrior,Ruler/Leader,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Ruler/Leader,Explorer/Seeker,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Fixed ship/avatar action role,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46241,689000,Vulture,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Vulture,nonhuman_fixed_protagonist,2.0,Rebel/Outlaw,Explorer/Seeker,Uncertain,True,True,True,1.0,low,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Explorer/Seeker,2.0,1.0,1.0,1.0,yes,False,False,metadata_inference,none,Likely nonhuman central character,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46243,690850,Magibot,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Magibot,silent_fixed_protagonist,2.0,Creator/Artist,Hero/Warrior,Magician/Transformer,True,False,False,0.0,none,original_primary_valid_12,Creator/Artist,Hero/Warrior,Magician/Transformer,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Fixed playable bot/avatar,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46248,707230,Prison Chainball Massacre,17,0.7058823529411765,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Prison Chainball Massacre,silent_fixed_protagonist,2.0,Rebel/Outlaw,Jester/Trickster,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Shadow/Antihero,Jester/Trickster,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Likely chaotic playable character,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0005-ranks-46201-46250,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46311,838730,Grim Tales: The Stone Queen Collector's Edition,17,0.7058823529411765,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Stone Queen,fixed_named_single,2.0,Ruler/Leader,Magician/Transformer,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Ruler/Leader,Shadow/Antihero,Magician/Transformer,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Queen-centered hidden object story,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0007-ranks-46301-46350,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46325,868070,Through The Tomb,17,0.8235294117647058,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Treasure Hunter Man,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Treasure hunter protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0007-ranks-46301-46350,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46328,870140,Treasure Hunter Man 2,17,0.9411764705882352,"20,000 .. 50,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Treasure Hunter Man 2,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Sequel with treasure hunter,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0007-ranks-46301-46350,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46336,884400,The Harbinger's Head,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Harbinger,fixed_named_single,2.0,Magician/Transformer,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Magician/Transformer,Hero/Warrior,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,none,Named dark protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0007-ranks-46301-46350,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46452,1145380,Kakatte Koi Yo!,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Kakatte Koi Yo!,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Lover,True,False,False,0.0,none,original_primary_valid_12,Rebel/Outlaw,Hero/Warrior,Lover,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Likely competitive action protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46459,1164480,Killer Gin,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Killer Gin,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Hero/Warrior,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Likely violent named lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46463,1180110,DeadShotZ,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,DeadShotZ,fixed_named_single,2.0,Hero/Warrior,Rebel/Outlaw,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Shadow/Antihero,Rebel/Outlaw,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Shooter with clear protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46467,1185480,Doom of the Clawn,17,0.4705882352941176,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Doom of the Clawn,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Rebel/Outlaw,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Likely claw combat protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46468,1188160,Ground Zero Texas - Nuclear Edition,17,0.4705882352941176,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Ground Zero Texas - Nuclear Edition,fixed_named_single,2.0,Hero/Warrior,Explorer/Seeker,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Hero/Warrior,Shadow/Antihero,Explorer/Seeker,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,Action shooter with clear lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46475,1204880,Bionic Hunter VR,17,0.5882352941176471,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Bionic Hunter VR,fixed_named_single,2.0,Hero/Warrior,Magician/Transformer,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Magician/Transformer,Rebel/Outlaw,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,VR hunter action protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46479,1218470,Lightphobe,17,1.0,"50,000 .. 100,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Lightphobe,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Explorer/Seeker,Shadow/Antihero,Hero/Warrior,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Clear playable character,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46481,1221890,SCP: One More Life,17,0.7058823529411765,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,SCP: One More Life,fixed_named_single,2.0,Explorer/Seeker,Hero/Warrior,Uncertain,True,True,True,2.0,medium,primary_shadow_reassigned_from_secondary_or_tertiary,Shadow/Antihero,Explorer/Seeker,Hero/Warrior,2.0,1.0,2.0,2.0,yes,False,False,metadata_inference,none,SCP survival action lead,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46491,1252190,Sole Iron Tail,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Sole Iron Tail,fixed_named_single,2.0,Hero/Warrior,Everyman/Orphan,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Hero/Warrior,Everyman/Orphan,Explorer/Seeker,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Action protagonist by title,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46492,1253930,Seeker: My Shadow,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Seeker: My Shadow,fixed_named_single,2.0,Explorer/Seeker,Magician/Transformer,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Explorer/Seeker,Shadow/Antihero,Magician/Transformer,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Seeker identity and shadow theme,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46493,1254950,Hell To Raze,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Hell To Raze,fixed_named_single,2.0,Rebel/Outlaw,Hero/Warrior,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Rebel/Outlaw,Hero/Warrior,Shadow/Antihero,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Destructive action protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46497,1265730,Welcome To... Chichester OVN 3 : The Mysterious Affair At The Violet Hotel,17,0.7647058823529411,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Welcome To... Chichester OVN 3 : The Mysterious Affair At The Violet Hotel,fixed_named_single,2.0,Sage/Investigator,Explorer/Seeker,Rebel/Outlaw,True,False,False,0.0,none,original_primary_valid_12,Sage/Investigator,Explorer/Seeker,Rebel/Outlaw,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,insufficient_information,Mystery/detective narrative,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46499,1273800,Vaccine,17,0.8823529411764706,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,Vaccine,fixed_named_single,2.0,Sage/Investigator,Explorer/Seeker,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Sage/Investigator,Shadow/Antihero,Explorer/Seeker,2.0,1.0,2.0,1.0,yes,False,False,metadata_inference,none,Likely outbreak survival protagonist,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0010-ranks-46451-46500,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46626,1564710,The Reason Why Raeliana Ended up at the Duke's Mansion,17,0.8235294117647058,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,fixed_named_single,2.0,Everyman/Orphan,Lover,Explorer/Seeker,True,False,False,0.0,none,original_primary_valid_12,Everyman/Orphan,Lover,Explorer/Seeker,2.0,1.0,1.0,2.0,yes,False,False,general_knowledge,insufficient_information,Otome heroine in mansion,45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
46632,1575540,Symbiotic Love - Yuri Visual Novel,17,0.7647058823529411,"0 .. 20,000",rest_54mini,gpt-5.4-mini,gpt-5.4-mini,core_broad,False,True,True,False,False,yes,,fixed_named_single,2.0,Lover,Everyman/Orphan,Uncertain,True,True,False,1.0,low,original_primary_valid_12,Lover,Everyman/Orphan,Shadow/Antihero,2.0,1.0,1.0,2.0,yes,False,False,metadata_inference,insufficient_information,"Yuri visual novel, romance central",45001-50000,,,steam-v006-rest54mini-part_010-chunk-0013-ranks-46601-46650,,10.0,steam_bulk_outputs\steam_v006_rest_parts\steam_v006_rest_54mini_part_010_output.jsonl
