a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,split_label
6060,n,,sys,2,NA,NA,NA,3,0,0,0,1,n,multi,True,g,"501st Legion perspective, no individual lead",steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
2567870,y,Chained prisoners,pav,2,EXP,EVE,HER,2,1,1,3,1,m,multi,True,g,Weak avatars escaping together,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
573090,n,,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Vehicle building rescue simulator,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
454650,y,Future Warrior,cbd,3,HER,CAR,EXP,3,3,0,3,2,y,none,False,g,Custom Time Patroller protects history,steam-v005-top1000-55-chunk-00009-ranks-401-450,top1000_55
617290,y,Wanderer,cbd,2,HER,EVE,EXP,2,2,1,3,2,y,none,False,g,Custom survivor fights Root invasion,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
2593370,y,Liang,fns,2,SHA,EVE,CAR,2,2,3,1,3,m,none,True,g,Late Ming antihero escort narrative,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
529340,n,,sys,3,NA,NA,NA,3,0,0,1,3,n,sys,False,g,Nation-state grand strategy,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
2623190,y,Hero of Kvatch,cbd,3,HER,EXP,EVE,3,3,0,3,3,y,none,False,g,Custom destined fantasy hero,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1627720,y,P,nfx,3,HER,EXP,INN,3,3,1,1,3,y,none,False,g,Pinocchio puppet seeks truth,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
364360,n,,sys,3,NA,NA,NA,3,0,0,1,2,n,sys,False,g,Faction-based strategy warfare,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1290000,n,,sim,3,NA,NA,NA,3,0,0,2,1,n,sim,False,g,Anonymous job simulator role,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
319510,y,Mike Schmidt,frs,2,EVE,SAG,HER,2,2,1,2,2,m,none,False,g,Night guard survives haunted shifts,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
253230,y,Hat Kid,nfx,3,INN,EXP,JES,3,3,0,1,2,y,none,False,g,Playful childlike space traveler,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
621060,n,,sim,3,NA,NA,NA,3,0,0,2,1,n,sim,False,g,Workshop business simulator,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
645630,n,,sim,3,NA,NA,NA,3,0,0,2,1,n,sim,False,g,Garage mechanic simulator,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
470220,n,,nop,3,NA,NA,NA,3,0,0,0,0,n,nop,False,g,Card game without protagonist,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
774361,y,The Penitent One,sfx,3,HER,SHA,MAG,3,3,3,1,3,y,none,False,g,Silent penitent martyr-warrior,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1919590,n,,spr,3,NA,NA,NA,3,0,0,2,1,n,spr,False,g,Basketball sports franchise,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1693980,y,Isaac Clarke,fns,3,EVE,HER,SAG,3,3,2,1,3,y,none,False,g,Engineer survives necromorph horror,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
480490,y,Morgan Yu,cbd,3,SAG,EXP,MAG,3,3,2,2,3,y,none,False,g,Scientist investigates identity and aliens,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
8190,y,Rico Rodriguez,fns,3,REB,HER,JES,3,3,1,1,2,y,none,False,g,Chaotic revolutionary action hero,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1089980,y,Henry Stickmin,fns,3,JES,REB,SHA,3,3,2,1,2,y,none,False,g,Comic criminal trickster choices,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
22330,y,Hero of Kvatch,cbd,3,HER,EXP,EVE,3,3,0,3,3,y,none,False,g,Custom destined fantasy hero,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
900883,y,Hero of Kvatch,cbd,3,HER,EXP,EVE,3,3,0,3,3,y,none,False,g,Custom destined fantasy hero,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
22370,y,Lone Wanderer,cbd,3,EVE,EXP,HER,3,3,1,3,3,y,none,False,g,Vault outsider seeks father,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
10090,y,Miller and Dimitri,fdu,3,HER,EVE,SHA,2,2,2,2,2,y,none,False,g,Dual WWII campaign soldiers,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1371980,y,Cerim,cbd,2,HER,EXP,SHA,2,2,2,3,2,m,none,True,g,Custom holy warrior in plague kingdom,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
870780,y,Jesse Faden,fns,3,EXP,MAG,RUL,3,3,1,1,3,y,none,False,g,Seeker becomes supernatural director,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
2344520,y,Wanderer,cbd,3,HER,MAG,SHA,2,2,2,3,2,y,none,False,g,Custom hero blood-linked to Lilith,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
552100,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,nop,False,g,Vehicle sandbox without narrative hero,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
346010,n,,sim,3,NA,NA,NA,3,0,0,1,0,n,sim,False,g,Siege machine construction sandbox,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1846380,y,Player racer,spr,2,REB,EXP,EVE,2,1,1,3,2,m,spr,True,g,Custom street racer story avatar,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
108710,y,Alan Wake,fns,3,CRE,SAG,SHA,3,3,3,1,3,y,none,False,g,Writer confronts authored darkness,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
21690,y,Chris and Sheva,fdu,3,HER,CAR,SHA,3,3,1,1,2,y,none,False,g,Cooperative bioterror action duo,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
22490,y,Courier,cbd,3,EVE,EXP,REB,3,3,2,3,3,y,none,False,g,Amnesiac courier shapes Mojave,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
644930,n,,sys,3,NA,NA,NA,3,0,0,1,1,n,sys,False,g,Colony defense strategy system,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
3097560,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Multiplayer bluffing table game,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
273350,n,,nop,3,NA,NA,NA,3,0,0,1,1,n,multi,False,g,Asymmetric multiplayer roles only,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
933110,n,,sys,3,NA,NA,NA,3,0,0,1,2,n,sys,False,g,RTS civilizations and campaigns,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
386940,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Party platformer without protagonist,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
502500,y,Trigger,sfx,3,HER,EVE,EXP,2,2,1,2,2,y,none,False,g,Silent ace pilot under callsign,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
881020,y,Captain and crew,fen,2,HER,CAR,LOV,2,2,0,2,2,m,multi,True,g,Party ensemble led by captain,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
994280,y,Beiluo,fns,3,HER,EXP,RUL,3,3,1,1,3,y,none,False,g,Named xianxia hero-prince,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1017180,n,,sim,3,NA,NA,NA,3,0,0,2,0,n,sim,False,g,Procedural driving sandbox,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
4500,y,Marked One,fns,3,EXP,SHA,SAG,3,3,3,2,3,y,none,False,g,Amnesiac stalker seeks identity,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1451940,y,P-chan and Ame,fdu,2,LOV,CAR,SHA,2,2,3,2,3,m,sim,True,g,Toxic streamer-manager relationship,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1149460,y,Prospector,pav,2,EXP,EVE,HER,2,1,0,3,1,m,none,False,g,Survival prospector avatar,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
202970,y,Mason ensemble,fen,3,HER,SHA,SAG,2,2,3,2,3,y,none,False,g,Branching military ensemble campaign,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1824220,n,,nop,3,NA,NA,NA,3,0,0,1,0,n,multi,False,g,Multiplayer medieval combatants,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
367500,y,Arisen,cbd,3,HER,EXP,MAG,3,3,1,3,3,y,none,False,g,Custom chosen dragon-slayer,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
200210,n,,nop,3,NA,NA,NA,3,0,0,2,1,n,multi,False,g,MMO classes lack singular hero,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
972660,y,Stella,fns,3,CAR,LOV,MAG,3,3,0,1,3,y,none,False,g,Compassionate ferrymaster for spirits,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
603850,n,,sys,3,NA,NA,NA,3,0,0,1,1,n,sys,False,g,Abstract nation history strategy,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
1418630,n,,nop,3,NA,NA,NA,3,0,0,1,1,n,multi,False,g,Social deduction expedition roles,steam-v005-top1000-55-chunk-00010-ranks-451-500,top1000_55
313120,y,Stranded Deep,pav,2,EVE,EXP,HER,2,2,0,3,1,m,none,False,g,Generic shipwreck survivor avatar.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1659040,y,HITMAN World of Assassination,fns,3,SHA,SAG,REB,3,3,2,1,2,y,none,False,g,"Agent 47, professional assassin.",steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
243470,y,Watch_Dogs,fns,3,SHA,REB,SAG,3,3,2,1,2,y,none,False,g,Aiden Pearce vigilante hacker.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1325200,y,Nioh 2 – The Complete Edition,cbd,3,HER,MAG,EXP,3,3,1,3,2,y,none,False,g,Custom half-yokai warrior.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
868270,n,The Cycle: Frontier,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Extraction shooter with generic prospectors.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
2322560,y,Love Is All Around,fns,2,LOV,EVE,JES,2,2,0,2,1,m,none,False,g,FMV romance lead pursues relationships.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
282140,y,SOMA,fns,3,EVE,EXP,SAG,3,3,1,1,3,y,none,False,g,Simon confronts identity and survival.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1129580,y,Medieval Dynasty,fns,3,EVE,RUL,CRE,2,2,0,2,1,m,sim,False,g,Racimir builds village dynasty.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
501300,y,What Remains of Edith Finch,fns,3,EXP,SAG,EVE,3,3,0,1,3,y,none,False,g,Edith investigates family history.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
920210,y,LEGO Star Wars: The Skywalker Saga,fen,2,HER,MAG,RUL,1,1,1,1,2,m,multi,True,g,Large Star Wars ensemble cast.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1987080,n,Inside the Backrooms,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Co-op horror with generic avatars.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
221910,y,The Stanley Parable,fns,3,EVE,REB,JES,3,3,0,2,3,y,none,False,g,Stanley resists narrated office fate.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
690790,n,DiRT Rally 2.0,spr,3,NA,NA,NA,3,0,0,0,0,n,spr,False,g,Rally racing simulation.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
612880,y,Wolfenstein II: The New Colossus,fns,3,HER,REB,SHA,3,3,2,1,2,y,none,False,g,BJ fights Nazi regime.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
244450,n,Men of War: Assault Squad 2,sys,3,NA,NA,NA,3,0,0,0,0,n,sys,False,g,Tactical RTS army control.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
200710,y,Torchlight II,pav,2,HER,EXP,MAG,2,1,0,3,1,m,none,False,g,Class-based ARPG hero avatar.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
236430,y,DARK SOULS II,cbd,3,EVE,HER,EXP,3,3,2,3,2,y,none,False,g,Cursed undead seeks remedy.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
505460,n,Foxhole,sys,3,NA,NA,NA,3,0,0,0,0,n,sys,False,g,Persistent faction war sandbox.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1206560,n,WorldBox - God Simulator,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,God sandbox simulation.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1562430,y,DREDGE,frs,3,EXP,SHA,MAG,3,3,2,2,2,y,none,False,g,Fisherman uncovers occult guilt.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
568220,y,Lobotomy Corporation | Monster Management Simulation,frs,3,RUL,SAG,SHA,3,3,2,2,3,y,sim,False,g,Manager X controls abnormality facility.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1465360,n,SnowRunner,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Off-road trucking simulation.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1817190,y,Marvel’s Spider-Man: Miles Morales,fns,3,HER,INN,CAR,3,3,0,1,2,y,none,False,g,Miles becomes neighborhood Spider-Man.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
310950,n,Street Fighter V,nop,2,NA,NA,NA,3,0,0,0,1,n,multi,True,g,Fighting roster lacks single lead.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
599140,y,Graveyard Keeper,frs,3,EVE,CRE,SHA,2,2,1,2,1,m,sim,False,g,Displaced keeper manages graveyard.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
601510,n,Yu-Gi-Oh! Duel Links,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,"Card dueling service, no lead.",steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
269210,y,Hero Siege,pav,2,HER,EXP,MAG,2,1,0,3,1,m,none,False,g,Generic class hero fights demons.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
2338770,n,NBA 2K24,spr,3,NA,NA,NA,3,0,0,0,0,n,spr,False,g,Basketball sports title.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
476600,y,Call of Duty: WWII,fns,3,HER,EVE,CAR,3,3,0,1,2,y,none,False,g,Red Daniels infantry campaign.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
666140,y,My Time at Portia,cbd,3,CRE,CAR,LOV,3,3,0,3,2,y,sim,False,g,Custom builder restores workshop.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
2124490,y,SILENT HILL 2,fns,3,SHA,LOV,EXP,3,3,3,1,3,y,none,False,g,James searches through guilt.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
860510,y,Little Nightmares II,sfx,3,INN,EXP,SHA,3,3,1,1,2,y,none,False,g,Mono journeys through nightmare world.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
253710,n,theHunter Classic,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Hunting simulation sandbox.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
273110,n,Counter-Strike Nexon: Studio,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Multiplayer shooter modes.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
2161700,y,Persona 3 Reload,sfx,3,HER,MAG,EVE,3,3,1,2,3,y,none,False,g,Silent transfer student leads SEES.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
834910,n,ATLAS,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,MMO survival pirate avatars.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
261640,y,Borderlands: The Pre-Sequel,fen,3,REB,SHA,JES,3,2,2,2,2,m,multi,False,g,Playable Vault Hunter antihero ensemble.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
843380,n,Super Animal Royale,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Battle royale animal avatars.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
312520,y,Rain World,nfx,3,EVE,EXP,INN,3,3,0,1,2,y,none,False,g,Slugcat survives hostile ecosystem.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1295660,n,Sid Meier's Civilization VII,sys,3,NA,NA,NA,3,0,0,0,0,n,sys,False,g,Civilization-scale strategy control.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
242920,n,Banished,sys,3,NA,NA,NA,3,0,0,0,0,n,sys,False,g,"Settlement management, no protagonist.",steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1501750,y,Lords of the Fallen,cbd,3,HER,EXP,SHA,2,3,2,3,2,y,none,False,g,Custom Lampbearer battles darkness.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
420,y,Half-Life 2: Episode Two,sfx,3,HER,REB,SAG,3,3,0,2,2,y,none,False,g,Gordon continues resistance mission.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1419170,n,My Singing Monsters,sim,3,NA,NA,NA,3,0,0,0,0,n,sim,False,g,Monster collection management.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
967050,n,Pacify,nop,3,NA,NA,NA,3,0,0,0,0,n,multi,False,g,Co-op horror investigator avatars.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1288310,y,Firework,fns,2,SAG,EXP,MAG,2,2,0,1,3,m,none,True,g,Police investigator probes supernatural case.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
527230,y,For The King,pav,2,HER,CAR,EXP,2,1,0,3,1,m,multi,True,g,Generic party saves kingdom.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
1669980,y,Volcano Princess,frs,3,CAR,RUL,LOV,3,3,0,2,2,y,sim,False,g,Parent raises and guides daughter.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
225080,y,Brothers - A Tale of Two Sons,fdu,3,CAR,INN,HER,3,3,0,1,2,y,none,False,g,Two brothers seek father’s cure.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
751780,y,Forager,pav,2,CRE,EXP,INN,2,1,0,3,1,m,none,False,g,Minimal crafting explorer avatar.,steam-v005-top1000-55-chunk-00011-ranks-501-550,top1000_55
245170,n,Skullgirls roster,nop,1,NA,NA,NA,0,0,0,1,1,n,multi,False,g,Fighting roster lacks central protagonist,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
337000,y,Adam Jensen,fns,3,SAG,SHA,HER,3,3,2,1,3,y,none,False,g,Augmented investigator in conspiracy plot,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
302510,y,Marius Titus,fns,3,HER,SHA,RUL,3,3,2,1,2,y,none,False,g,Roman soldier driven by vengeance,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
204450,y,Silas Greaves,fns,3,SHA,REB,HER,3,3,3,1,2,y,none,False,g,Vengeful bounty hunter storyteller,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1840,n,,nop,3,NA,NA,NA,0,0,0,0,0,n,info,False,g,"Filmmaking tool, not a game narrative",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
704270,y,Teen survivor,pav,2,EVE,HER,EXP,2,2,1,3,1,m,none,True,g,Custom survivor fighting robot invasion,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1845910,y,Rook,cbd,3,HER,RUL,EXP,2,3,1,3,3,y,none,False,g,Custom leader opposing elven gods,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
42700,y,Alex Mason,fns,3,HER,SHA,SAG,3,3,2,1,3,y,none,False,g,Brainwashed soldier uncovering conspiracy,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
24240,y,PAYDAY crew,fen,2,REB,SHA,JES,2,2,3,2,1,m,multi,True,g,Criminal heist ensemble,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1080110,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,Formula racing sports role,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
310560,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,Rally racing without narrative protagonist,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
555160,n,,nop,3,NA,NA,NA,0,0,0,2,0,n,multi,False,g,VR multiplayer shooter sandbox,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1369630,y,Lily,fns,3,INN,CAR,MAG,3,3,1,1,2,y,none,False,g,Pure priestess cleansing a ruined kingdom,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1850570,y,Sam Porter Bridges,fns,3,CAR,EXP,HER,3,3,1,1,3,y,none,False,g,Courier reconnecting a fractured America,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
3070070,n,,sim,3,NA,NA,NA,0,0,0,2,0,n,sim,False,g,Shop management simulator role,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
692850,y,Miriam,fns,3,HER,MAG,SHA,3,3,2,1,2,y,none,False,g,Cursed shardbinder fights demonic ritual,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
32470,n,,sys,3,NA,NA,NA,0,0,0,1,1,n,sys,False,g,Strategy control of Star Wars factions,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1544020,y,Jacob Lee,fns,3,EVE,SHA,HER,3,3,2,1,2,y,none,False,g,Prisoner survivor facing biophage horror,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
208090,n,,nop,2,NA,NA,NA,0,0,0,2,0,n,multi,False,g,"Multiplayer arena shooter, generic combatants",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1088850,y,Peter Quill,fns,3,JES,RUL,HER,3,3,1,1,3,y,none,False,g,Comic outlaw captain learning leadership,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1644960,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,Basketball sports simulation,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1225330,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,Basketball sports simulation,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
805550,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,GT racing simulator,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
745920,y,Temtem tamer,pav,2,EXP,INN,HER,2,2,0,3,1,m,none,True,g,Custom creature tamer adventure avatar,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1128810,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,Board-game nation domination role,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
322500,y,Player hacker,frs,2,REB,SAG,SHA,2,2,2,3,2,m,none,True,g,Abstract player trapped by system,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
2551020,n,,nop,2,NA,NA,NA,0,0,0,2,0,n,multi,False,g,Generic cooperative robbers,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1178830,y,Shelia,fns,3,HER,SAG,MAG,3,3,1,1,2,y,none,False,g,Agent investigates supernatural anomaly,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
544810,n,,sys,3,NA,NA,NA,0,0,0,1,0,n,sys,False,g,WWII card-battle commander abstraction,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
228380,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,Demolition racing without narrative protagonist,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
884660,n,,nop,2,NA,NA,NA,0,0,0,2,0,n,multi,False,g,Battle royale roster lacks central protagonist,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
109600,y,Neverwinter hero,pav,2,HER,EXP,MAG,2,2,1,3,1,m,none,True,g,Custom MMO adventurer hero,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
895400,n,,nop,2,NA,NA,NA,0,0,1,2,0,n,multi,False,g,"Open survival PvP, generic survivors",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1184370,y,Knight Commander,cbd,3,HER,RUL,MAG,3,3,1,3,3,y,none,False,g,Custom crusade commander with mythic path,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
312530,n,,nop,3,NA,NA,NA,0,0,0,2,0,n,multi,False,g,"Party combat ducks, no narrative lead",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
611500,n,,nop,2,NA,NA,NA,0,0,0,2,0,n,multi,False,g,"Arena champion roster, no main protagonist",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
668580,y,Major Nechaev,fns,3,HER,SHA,SAG,3,3,2,1,3,y,none,False,g,Troubled agent investigating Soviet facility,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
2420510,n,,nop,2,NA,NA,NA,0,0,0,1,0,n,multi,False,g,"Roguelite VTuber roster, no single lead",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
115300,y,Task Force ensemble,fen,2,HER,CAR,SHA,2,2,1,1,2,m,multi,True,g,Military campaign with multiple soldier protagonists,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1259970,n,,spr,3,NA,NA,NA,0,0,0,2,0,n,spr,False,g,Football sports simulation,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
675010,n,,sim,3,NA,NA,NA,0,0,0,2,0,n,sim,False,g,Vehicle logistics simulator,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
17410,y,Faith Connors,fns,3,REB,EXP,HER,3,3,1,1,2,y,none,False,g,Runner resisting surveillance city,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
35450,n,,nop,3,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Multiplayer historical shooter lacks protagonist,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
1210320,n,,sim,2,NA,NA,NA,0,0,0,2,0,n,sim,False,g,Alchemy shop simulator role,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
412220,n,,nop,2,NA,NA,NA,0,0,0,2,0,n,multi,False,g,"Community platform racing, no narrative lead",steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
107100,y,The Kid,frs,3,EVE,HER,EXP,3,3,1,1,2,y,none,False,g,Lone survivor rebuilding after Calamity,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
242860,n,,nop,3,NA,NA,NA,0,0,0,1,0,n,multi,False,g,Multiplayer WWI shooter lacks protagonist,steam-v005-top1000-55-chunk-00012-ranks-551-600,top1000_55
