appid,llm5_has_clear_main_protagonist,llm5_protagonist_name,llm5_protagonist_type,llm5_protagonist_confidence_0_3,llm5_primary_archetype,llm5_secondary_archetype,llm5_tertiary_archetype,llm5_archetype_confidence_0_3,llm5_archetype_suitability_0_3,llm5_shadow_load_0_3,llm5_player_projection_0_3,llm5_narrative_complexity_0_3,llm5_suggested_include_in_final_corpus,llm5_exclusion_reason,llm5_needs_manual_review,llm5_evidence_basis,llm5_note,llm5_custom_id,llm5_split_label,llm5_model_used
1659420,yes,Nathan and Chloe,fixed_ensemble,3,Explorer/Seeker,Hero/Warrior,Rebel/Outlaw,3,2,1,1,3,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Collection spans multiple treasure-hunting leads.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
368500,yes,Jacob and Evie Frye,fixed_dual,3,Rebel/Outlaw,Hero/Warrior,Sage/Investigator,3,3,1,1,3,yes,none,False,general_knowledge,Twin Assassins liberate industrial London.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
248820,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,1,2,0,no,no_clear_protagonist,False,general_knowledge,"Selectable survivors, minimal protagonist narrative.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
337320,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,2,2,0,no,no_clear_protagonist,False,general_knowledge,Scenario brawler lacks defined lead.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
954850,no,,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,simulator_or_management,False,general_knowledge,"Space program simulator, systemic control.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
1284410,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,no_clear_protagonist,False,general_knowledge,"Competitive card game, no protagonist.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
1527950,no,,strategy_or_systemic_role,2,Not applicable,Not applicable,Not applicable,3,0,1,2,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Player manages mercenary company.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
622650,yes,Henry Stein,fixed_named_single,3,Sage/Investigator,Explorer/Seeker,Creator/Artist,3,3,1,2,2,yes,none,False,general_knowledge,Animator investigates corrupted studio.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
488790,yes,The New Kid,customizable_but_defined,3,Jester/Trickster,Hero/Warrior,Rebel/Outlaw,3,3,1,3,2,yes,none,False,general_knowledge,Custom child superhero in satire.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
12110,yes,Tommy Vercetti,fixed_named_single,3,Rebel/Outlaw,Shadow/Antihero,Ruler/Leader,3,3,3,1,2,yes,none,False,general_knowledge,Mobster rises to criminal ruler.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
1252330,yes,Colt Vahn,fixed_named_single,3,Rebel/Outlaw,Sage/Investigator,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Amnesiac assassin breaks time loop.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
960170,no,,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,no_clear_protagonist,False,general_knowledge,Rhythm game without narrative lead.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
444640,no,,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,pure_strategy_or_systemic_role,False,general_knowledge,"Tower defense battles, systemic player role.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
373420,yes,Source Hunters,customizable_but_defined,3,Sage/Investigator,Hero/Warrior,Magician/Transformer,3,3,1,3,3,yes,none,False,general_knowledge,Custom investigators hunt dangerous magic.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
1262580,yes,"Tyler, Mac, Jess",fixed_ensemble,3,Rebel/Outlaw,Hero/Warrior,Everyman/Orphan,2,2,1,1,2,yes,sports_or_racing,False,general_knowledge,Racing crew seeks revenge.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
2218750,no,,no_clear_protagonist,2,Not applicable,Not applicable,Not applicable,3,0,1,2,0,no,no_clear_protagonist,False,general_knowledge,"Selectable heroes, minimal narrative identity.",steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
653530,yes,Insurance investigator,fixed_role_single,3,Sage/Investigator,Explorer/Seeker,Everyman/Orphan,3,3,0,2,3,yes,none,False,general_knowledge,Investigator reconstructs shipboard deaths.,steam-v005-top1000-55-chunk-00015-ranks-701-750,top1000_55,gpt-5.5
571740,no,Golf It!,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,sports_or_racing,False,general_knowledge,Mini-golf sports role only,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
288160,yes,The Room,player_avatar_weakly_defined,2,Sage/Investigator,Explorer/Seeker,Magician/Transformer,2,2,1,3,2,maybe,none,True,general_knowledge,Implied occult puzzle investigator,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
460790,yes,Bayonetta,fixed_named_single,3,Hero/Warrior,Magician/Transformer,Jester/Trickster,3,3,1,0,3,yes,none,False,general_knowledge,Named witch action heroine,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
278360,yes,A Story About My Uncle,fixed_role_single,3,Explorer/Seeker,Innocent,Lover,3,3,0,1,2,yes,none,False,general_knowledge,Boy seeks missing uncle,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
601430,yes,The Evil Within 2,fixed_named_single,3,Caregiver/Guardian,Hero/Warrior,Shadow/Antihero,3,3,2,0,3,yes,none,False,general_knowledge,Sebastian rescues daughter through horror,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1809540,yes,Nine Sols,nonhuman_fixed_protagonist,3,Shadow/Antihero,Hero/Warrior,Explorer/Seeker,3,3,2,0,3,yes,none,False,general_knowledge,Yi's vengeance becomes redemption,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
287290,yes,Resident Evil Revelations 2,fixed_ensemble,3,Hero/Warrior,Caregiver/Guardian,Everyman/Orphan,3,3,1,0,3,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Four survivor protagonists across episodes,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
975370,no,Dwarf Fortress,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Fortress civilization simulation,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1509960,no,PICO PARK,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,Co-op puzzle cats lack narrative,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
104900,no,ORION: Prelude,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Generic multiplayer dinosaur shooter,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
794260,yes,Outward Definitive Edition,customizable_but_defined,2,Everyman/Orphan,Explorer/Seeker,Hero/Warrior,2,2,0,3,2,maybe,none,False,general_knowledge,Custom ordinary adventurer survives abroad,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
47810,yes,Dragon Age: Origins - Ultimate Edition,customizable_but_defined,3,Hero/Warrior,Ruler/Leader,Explorer/Seeker,3,3,1,2,3,yes,none,False,general_knowledge,Custom Grey Warden saves Ferelden,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
292730,yes,Call of Duty: Infinite Warfare,fixed_named_single,3,Ruler/Leader,Hero/Warrior,Caregiver/Guardian,3,3,1,0,2,yes,none,False,general_knowledge,Reyes bears command burden,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1189490,yes,觅长生,customizable_but_defined,2,Explorer/Seeker,Magician/Transformer,Sage/Investigator,2,2,0,3,2,maybe,none,True,metadata_inference,Custom cultivator seeks immortality,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1584090,yes,Touhou Mystia's Izakaya,fixed_named_single,3,Caregiver/Guardian,Creator/Artist,Lover,3,3,0,0,2,yes,none,False,general_knowledge,Mystia cooks and restores bonds,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
282800,no,100% Orange Juice,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Crossover board game cast,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
24010,no,Train Simulator Classic,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,simulator_or_management,False,general_knowledge,Train operation simulator,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
2051620,no,Enlisted: Reinforced,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer squad warfare,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
474960,yes,Quantum Break,fixed_named_single,3,Hero/Warrior,Magician/Transformer,Explorer/Seeker,3,3,1,0,3,yes,none,False,general_knowledge,Jack Joyce controls fractured time,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
238010,yes,Deus Ex: Human Revolution - Director's Cut,fixed_named_single,3,Sage/Investigator,Shadow/Antihero,Hero/Warrior,3,3,2,1,3,yes,none,False,general_knowledge,Adam Jensen investigates augmentation conspiracy,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
655500,no,MX Bikes,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,sports_or_racing,False,general_knowledge,Motorcycle racing simulation,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
585420,no,Trailmakers,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,simulator_or_management,False,general_knowledge,Vehicle-building sandbox,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
960990,yes,Beyond: Two Souls,fixed_named_single,3,Everyman/Orphan,Magician/Transformer,Explorer/Seeker,3,3,1,0,3,yes,none,False,general_knowledge,Jodie outsider bound to entity,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
39140,yes,FINAL FANTASY VII,fixed_named_single,3,Hero/Warrior,Shadow/Antihero,Explorer/Seeker,3,3,2,0,3,yes,none,False,general_knowledge,Cloud's identity and hero journey,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
668630,yes,Tricolour Lovestory,fixed_role_single,2,Lover,Everyman/Orphan,Innocent,2,2,0,2,2,maybe,none,True,metadata_inference,School romance visual novel lead,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1337520,no,Risk of Rain Returns,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,1,no,multiplayer_only_or_no_story_focus,False,general_knowledge,"Selectable survivors, no main protagonist",steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
475550,yes,Beholder,fixed_named_single,3,Shadow/Antihero,Caregiver/Guardian,Ruler/Leader,3,3,3,1,3,yes,none,False,general_knowledge,Carl surveils tenants for family,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1966900,no,20 Minutes Till Dawn,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Arcade roguelite selectable characters,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
41070,yes,Serious Sam 3: BFE,fixed_named_single,3,Hero/Warrior,Jester/Trickster,Shadow/Antihero,3,3,1,0,1,yes,none,False,general_knowledge,Sam's brash alien slaughter,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1448440,yes,Wo Long: Fallen Dynasty,customizable_but_defined,3,Hero/Warrior,Explorer/Seeker,Rebel/Outlaw,2,2,1,2,2,maybe,none,False,general_knowledge,Custom militia hero in chaos,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
335240,no,Transformice,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer mice platforming,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
17470,yes,Dead Space (2008),fixed_named_single,3,Everyman/Orphan,Hero/Warrior,Lover,3,3,1,0,3,yes,none,False,general_knowledge,Engineer survives to find Nicole,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1066780,no,Transport Fever 2,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,simulator_or_management,False,general_knowledge,Transport network management,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1455840,no,Dorfromantik,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Abstract landscape tile system,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1388880,uncertain,Doki Doki Literature Club Plus!,uncertain,1,Uncertain,Uncertain,Uncertain,1,1,2,2,3,maybe,insufficient_information,True,general_knowledge,Meta VN complicates protagonist identity,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
557340,yes,My Friend Pedro,silent_fixed_protagonist,3,Shadow/Antihero,Jester/Trickster,Hero/Warrior,3,3,2,1,2,yes,none,False,general_knowledge,Silent gunman follows chaotic banana,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
230290,no,Universe Sandbox,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,0,no,simulator_or_management,False,general_knowledge,Cosmic physics sandbox,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
339800,yes,HuniePop,player_avatar_weakly_defined,2,Lover,Jester/Trickster,Everyman/Orphan,2,1,0,3,1,maybe,none,True,general_knowledge,Dating sim player avatar,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
953490,yes,CARRION,nonhuman_fixed_protagonist,3,Shadow/Antihero,Rebel/Outlaw,Magician/Transformer,3,3,3,0,2,yes,none,False,general_knowledge,Escaped monster consumes captors,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
418500,no,Rising Storm 2: Vietnam,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,1,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer historical shooter,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1124300,no,HUMANKIND,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,0,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Civilization-scale strategy role,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
324800,yes,Shadow Warrior 2,fixed_named_single,3,Jester/Trickster,Hero/Warrior,Shadow/Antihero,3,3,2,0,2,yes,none,False,general_knowledge,Lo Wang wisecracking demon slayer,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
459820,yes,Crush Crush,player_avatar_weakly_defined,2,Lover,Jester/Trickster,Everyman/Orphan,2,1,0,3,1,maybe,none,True,general_knowledge,Idle dating avatar,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
492720,no,Tropico 6,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,3,0,0,1,1,no,pure_strategy_or_systemic_role,False,general_knowledge,Island dictatorship management,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
2369390,yes,Far Cry 6,customizable_but_defined,3,Rebel/Outlaw,Hero/Warrior,Everyman/Orphan,3,3,1,1,3,yes,none,False,general_knowledge,Dani joins guerrilla revolution,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
238090,yes,Sniper Elite 3,fixed_named_single,3,Hero/Warrior,Sage/Investigator,Everyman/Orphan,3,2,1,0,1,yes,none,False,general_knowledge,Karl Fairburne tactical sniper,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1222730,yes,STAR WARS: Squadrons,customizable_but_defined,2,Hero/Warrior,Ruler/Leader,Rebel/Outlaw,2,2,1,2,2,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,Custom pilots on both sides,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1718570,yes,ASTLIBRA Revision,fixed_role_single,2,Explorer/Seeker,Hero/Warrior,Lover,2,3,1,1,3,yes,none,False,general_knowledge,Hero searches for childhood friend,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
1211020,no,Wobbly Life,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,3,0,0,2,0,no,no_clear_protagonist,False,general_knowledge,"Open sandbox avatar, no narrative",steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
553640,yes,ICEY,fixed_named_single,3,Hero/Warrior,Shadow/Antihero,Sage/Investigator,3,3,2,0,3,yes,none,False,general_knowledge,ICEY resists narrated reality,steam-v005-top1000-55-chunk-00016-ranks-751-800,top1000_55,gpt-5.5
333600,yes,NEKOPARA Vol. 1,fixed_named_single,3,Lover,Creator/Artist,Caregiver/Guardian,2,2,0,1,2,yes,none,False,general_knowledge,Kashou romance VN protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
774801,no,Crab Champions,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,no_clear_protagonist,False,general_knowledge,Arcade crab combat no narrative lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
744900,yes,Dead Frontier 2,player_avatar_weakly_defined,2,Everyman/Orphan,Hero/Warrior,Explorer/Seeker,1,1,1,3,1,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,MMO zombie survivor avatar,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
304240,yes,Resident Evil,fixed_dual,3,Hero/Warrior,Sage/Investigator,Everyman/Orphan,3,3,0,1,2,yes,none,False,general_knowledge,Jill or Chris survival investigation,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1408720,no,Krunker,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer arena shooter,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
204300,no,Awesomenauts,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,MOBA roster no main protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1520470,no,封灵档案,no_clear_protagonist,2,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,True,metadata_inference,Asymmetric multiplayer horror roles,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
409720,yes,BioShock 2 Remastered,nonhuman_fixed_protagonist,3,Caregiver/Guardian,Hero/Warrior,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Subject Delta protects Eleanor,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
391720,yes,Layers of Fear (2016),fixed_role_single,3,Creator/Artist,Shadow/Antihero,Sage/Investigator,3,3,3,1,3,yes,none,False,general_knowledge,Obsessed painter haunted by guilt,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
413420,yes,Danganronpa 2: Goodbye Despair,fixed_named_single,3,Sage/Investigator,Everyman/Orphan,Explorer/Seeker,3,3,1,1,3,yes,none,False,general_knowledge,Hajime investigates killing game identity,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
767560,no,War Robots,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Robot battles no character lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
464920,no,Surviving Mars,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Colony management system role,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
80,no,Counter-Strike: Condition Zero,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Tactical shooter missions no stable lead,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
859580,no,Imperator: Rome,strategy_or_systemic_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,pure_strategy_or_systemic_role,False,general_knowledge,Grand strategy nation control,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
22320,yes,The Elder Scrolls III: Morrowind Game of the Year Edition,customizable_but_defined,3,Explorer/Seeker,Hero/Warrior,Magician/Transformer,3,3,1,3,3,yes,none,False,general_knowledge,Custom Nerevarine destiny quest,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1084600,yes,My Time at Sandrock,customizable_but_defined,3,Creator/Artist,Caregiver/Guardian,Explorer/Seeker,3,3,0,3,2,yes,none,False,general_knowledge,Custom builder restores community,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
996470,no,eFootball PES 2020,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,sports_or_racing,False,general_knowledge,Sports team control,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
249130,yes,LEGO Marvel Super Heroes,fixed_ensemble,3,Hero/Warrior,Jester/Trickster,Caregiver/Guardian,2,2,0,1,1,yes,multiplayer_only_or_no_story_focus,False,general_knowledge,Marvel hero ensemble comedy,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1262350,yes,SIGNALIS,nonhuman_fixed_protagonist,3,Lover,Explorer/Seeker,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Elster searches for Ariane,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
233130,yes,Shadow Warrior,fixed_named_single,3,Hero/Warrior,Jester/Trickster,Rebel/Outlaw,3,3,1,1,2,yes,none,False,general_knowledge,Lo Wang wisecracking demon fighter,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
2532550,yes,LIZARDS MUST DIE,fixed_ensemble,2,Hero/Warrior,Rebel/Outlaw,Shadow/Antihero,2,1,1,1,0,maybe,other,True,metadata_inference,Meme action Slavic warriors,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
584400,yes,Sonic Mania,fixed_ensemble,3,Hero/Warrior,Explorer/Seeker,Jester/Trickster,2,2,0,1,1,yes,none,False,general_knowledge,Sonic team stops Eggman,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
384190,yes,ABZU,silent_fixed_protagonist,3,Explorer/Seeker,Innocent,Magician/Transformer,2,3,0,2,2,yes,none,False,general_knowledge,Silent diver explores ocean mystery,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
699130,uncertain,World War Z,fixed_ensemble,1,Everyman/Orphan,Hero/Warrior,Caregiver/Guardian,1,1,1,2,1,maybe,multiplayer_only_or_no_story_focus,True,general_knowledge,"Episodic survivor squads, weak focus",steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
578650,yes,The Outer Worlds,customizable_but_defined,3,Explorer/Seeker,Rebel/Outlaw,Hero/Warrior,3,3,1,3,3,yes,none,False,general_knowledge,Custom captain challenges corporate colonies,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
260230,yes,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,fixed_ensemble,3,Everyman/Orphan,Caregiver/Guardian,Hero/Warrior,3,3,1,1,3,yes,none,False,general_knowledge,Civilian soldiers endure World War I,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
47780,yes,Dead Space 2,fixed_named_single,3,Everyman/Orphan,Hero/Warrior,Shadow/Antihero,3,3,2,1,3,yes,none,False,general_knowledge,Isaac survives trauma and outbreak,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
420290,no,Blackwake,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Multiplayer naval combat roles,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1180380,yes,Stay Out,player_avatar_weakly_defined,2,Explorer/Seeker,Everyman/Orphan,Hero/Warrior,1,1,1,3,1,maybe,multiplayer_only_or_no_story_focus,True,metadata_inference,Stalker MMO avatar survives Zone,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
209170,yes,Call of Duty: Ghosts,fixed_named_single,2,Hero/Warrior,Caregiver/Guardian,Shadow/Antihero,2,2,1,1,2,yes,none,False,general_knowledge,Logan fights with family squad,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
1692250,no,F1 22,sports_or_racing_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,sports_or_racing,False,general_knowledge,Racing sports driver role,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
736190,yes,Chinese Parents,player_avatar_weakly_defined,2,Innocent,Everyman/Orphan,Explorer/Seeker,2,2,0,3,2,maybe,simulator_or_management,True,general_knowledge,Child life sim avatar,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
314160,no,Microsoft Flight Simulator X: Steam Edition,simulator_or_management_role,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,simulator_or_management,False,general_knowledge,Flight simulation no protagonist,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
50,yes,Half-Life: Opposing Force,silent_fixed_protagonist,3,Hero/Warrior,Everyman/Orphan,Sage/Investigator,2,3,0,2,2,yes,none,False,general_knowledge,Adrian Shephard silent marine survivor,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
302830,no,BLOCKADE 3D,no_clear_protagonist,3,Not applicable,Not applicable,Not applicable,0,0,0,0,0,no,multiplayer_only_or_no_story_focus,False,general_knowledge,Voxel multiplayer shooter sandbox,steam-v005-top1000-55-chunk-00017-ranks-801-850,top1000_55,gpt-5.5
