a,h,pn,pt,pc,p,s,t,ac,su,sh,pp,nc,inc,ex,mr,eb,note,custom_id,part_no
1043040,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1044750,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1047810,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1049010,u,Meta/novel framing unclear,unc,1,UNC,NA,NA,0,0,0,0,2,m,info,True,m,Meta visual novel title,steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1050080,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1052600,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1053750,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1054240,n,No clear protagonist in puzzle set,sim,2,NA,NA,NA,0,1,0,1,1,n,sim,False,m,Animal puzzle compilation,steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1061970,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1063220,n,No clear protagonist in chess software,sim,3,NA,NA,NA,0,1,0,0,1,n,sim,False,g,Chess engine/editor software,steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1063820,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1065160,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1066210,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1066470,u,Insufficient reliable info,unc,1,UNC,NA,NA,0,0,0,0,1,m,unk,True,m,"Unknown title, no usable synopsis",steam-v006-rest54mini-part_010-chunk-0074-ranks-49651-49700,10
1066700,y,New Yankee 7: Deer Hunters,fns,2,HER,EXP,JES,2,2,0,1,1,y,none,False,m,Named hero in fantasy hunt,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1067450,u,Never Let Me Awake,unc,1,UNC,NA,NA,1,0,0,0,2,n,unk,True,u,Insufficient reliable title evidence,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1068480,u,Eldarune: Tides of Existence,unc,1,UNC,NA,NA,1,0,0,0,2,n,unk,True,u,Unclear protagonist from title alone,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1069220,u,Miniturn,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,No usable protagonist evidence,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1074310,u,The Real Man Summer Championship 2019,spr,1,HER,JES,RUL,1,0,0,1,1,n,spr,True,u,Looks like sports event game,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1076830,u,Quest For Wartorn Brotherhood,unc,1,UNC,NA,NA,1,0,0,0,2,n,unk,True,u,"Quest title, protagonist unknown",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1078340,u,Mongrel,unc,1,UNC,NA,NA,1,0,0,0,2,n,unk,True,u,"Ambiguous title, no clear lead",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1079480,u,BeiJing Courier Simulator,sim,2,EVE,EXP,RUL,1,1,0,1,1,y,sim,False,m,Management/sim courier role,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1081410,u,GourMelee,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Could be cooking combat, unclear",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1082460,u,Ninja Turdle,nfx,2,HER,JES,EXP,2,1,0,1,1,y,none,False,m,Nonhuman ninja turtle protagonist,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1082650,u,Link the Animals,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Title too vague for archetype,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1084050,u,Legends of Catalonia: The Land of Barcelona,unc,1,UNC,NA,NA,1,0,0,0,2,n,unk,True,u,"Historical title, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1085940,u,Orders Of The Ruler,sys,2,RUL,HER,SAG,2,1,0,0,1,y,sys,False,m,Systemic ruler/command role,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1089880,n,Sudoku 9x16x25,nop,3,NA,NA,NA,3,0,0,0,0,n,nop,False,g,"Puzzle only, no protagonist",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1091520,u,鸿门一宴(Malicious Dinner),unc,1,UNC,NA,NA,1,0,0,0,2,n,unk,True,u,"Historical phrase, unclear role",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1093750,u,John's Wizard Dungeon,fns,2,MAG,EXP,RUL,2,1,0,1,1,y,none,False,m,Named wizard protagonist,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1094110,u,WEJAM,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,No title evidence,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1095590,u,方解夢異聞 ～ Avant-Garde Discerning Paralleler (東方二次創作STG),nfx,2,MAG,EXP,JES,2,1,0,1,2,y,none,False,m,"Touhou-like shooter, likely fixed character",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1098140,n,Drawing Path,nop,2,NA,NA,NA,2,0,0,0,0,n,nop,False,g,"Path drawing puzzle, no protagonist",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1103410,u,The Tower Of TigerQiuQiu,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Tower title, protagonist unclear",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1105430,u,Bandit Point,fns,2,REB,SHA,HER,2,1,1,1,1,y,none,False,m,Bandit suggests outlaw lead,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1111660,u,C15,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,"Code-like title, no clue",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1112110,u,Redemption Cemetery: Dead Park Collector's Edition,fns,2,EXP,MAG,SAG,2,1,0,1,2,y,none,False,m,Hidden-object adventure protagonist,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1112940,u,Hero Legends,fen,1,HER,RUL,EXP,1,0,0,1,1,n,multi,True,u,"Likely many heroes, unclear lead",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1118730,u,Super Lee World,fns,2,HER,INN,EXP,2,1,0,1,1,y,none,False,m,Platformer with named hero,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1118940,u,Robot terminator,nfx,2,SHA,HER,MAG,2,1,1,1,1,y,none,False,m,Nonhuman combatant lead,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1119010,u,Flippin Kaktus,nfx,2,EXP,JES,INN,2,1,0,1,1,y,none,False,m,Likely cactus avatar,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1124850,u,閃電對決Lightning Wings II,spr,1,HER,EXP,RUL,1,0,0,1,1,n,spr,True,u,Appears like flight shooter or racing,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1125130,u,Area 51,fns,2,EXP,REB,SAG,2,1,0,1,1,y,none,False,m,Likely infiltrator/explorer role,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1131940,u,Jailbreak Simulator,sim,2,REB,SHA,EVE,2,1,1,1,1,y,sim,False,m,Simulation of prison escape role,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1133610,u,落华居,unc,1,UNC,NA,NA,1,0,0,0,2,n,unk,True,u,"Chinese title, no clear evidence",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1133980,u,Spirit Arena,fns,2,MAG,HER,RUL,2,1,0,1,1,y,none,False,m,Arena combat with spirit theme,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1134260,u,O Rei,fns,2,RUL,HER,SHA,2,1,0,1,1,y,none,False,m,"The King, ruler protagonist",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1135100,u,driftwood,unc,1,UNC,NA,NA,1,0,0,0,1,n,unk,True,u,Ambiguous title only,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1135730,u,Zebra Logic Master,nop,2,NA,NA,NA,2,0,0,0,0,n,nop,False,g,"Logic puzzle, no protagonist",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1137680,u,Blender Bros,fdu,2,JES,HER,LOV,2,1,0,1,1,y,none,False,m,Bro duo likely player characters,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1137690,u,Tinhead,nfx,2,HER,EXP,MAG,2,1,0,1,1,y,none,False,m,Known nonhuman platform hero,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1142230,u,The Secrets of Jesus,fns,2,SAG,MAG,LOV,2,1,0,1,1,y,none,False,m,Religious narrative centered on Jesus,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1143800,n,Jigsaw Puzzle - Pro Edition,nop,3,NA,NA,NA,3,0,0,0,0,n,nop,False,g,"Puzzle collection, no protagonist",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1144270,u,救赎抉择Resurrection,fns,2,HER,MAG,SAG,2,1,0,1,2,y,none,False,m,Narrative choice-driven lead,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1147600,u,Star Police,sys,2,RUL,HER,SAG,2,1,0,0,1,y,sys,False,m,Player likely commands police force,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1149630,u,Project: Gemini,fdu,2,EXP,MAG,SHA,2,1,0,1,1,y,none,False,m,Gemini suggests dual protagonists,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1150140,u,Just Spin,nop,2,NA,NA,NA,2,0,0,0,0,n,nop,False,g,"Abstract action, no protagonist",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1152760,u,四季 The Four Seasons,fns,2,INN,EXP,CRE,2,1,0,1,1,y,none,False,m,Seasonal narrative likely character-led,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1153040,u,Primate Signal,nfx,2,EVE,EXP,SAG,2,1,0,1,1,y,none,False,m,Likely animal protagonist,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1153850,u,Super Space Towers,sys,2,RUL,HER,CRE,2,1,0,0,1,y,sys,False,m,Space tower system management,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1156980,u,Nijowari: Where Angels Fall,fns,2,MAG,SHA,EXP,2,1,0,1,2,y,none,False,m,Fantasy named lead,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1161670,u,CRASH THE GAME,nop,2,NA,NA,NA,2,0,0,0,0,n,nop,False,g,Title suggests meta/non-protagonist,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1162690,u,House Number 666,fns,2,SHA,MAG,SAG,2,1,1,1,1,y,none,False,m,Haunted-house horror lead,steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1166250,n,Mahjong Gold,nop,3,NA,NA,NA,3,0,0,0,0,n,nop,False,g,"Mahjong puzzle, no protagonist",steam-v006-rest54mini-part_010-chunk-0075-ranks-49701-49750,10
1167490,u,Link Wars,unc,1,UNC,NA,NA,1,1,0,0,1,m,unk,True,m,Insufficient info; title ambiguous,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1169870,u,Witch Loraine's Death Game,fns,1,MAG,SHA,UNC,1,1,1,0,1,m,unk,True,m,"Likely witch protagonist, uncertain",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1170130,u,Restrictr,unc,1,UNC,NA,NA,1,1,0,0,1,m,unk,True,m,No reliable protagonist signal,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1170300,u,Glitchangels,fdu,1,MAG,HER,UNC,1,1,0,0,2,m,unk,True,m,"Likely angel pair, uncertain",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1174450,u,"The Bad, The Worse & Djanky",fen,1,JES,SHA,UNC,1,1,1,0,2,m,unk,True,m,Ensemble implied by title,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1174810,u,Curse of the dungeon,unc,1,UNC,NA,NA,0,0,0,0,1,n,unk,True,m,Too little reliable information,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1175150,y,Incredible Dracula: Vargosi Returns,fns,3,RUL,REB,JES,3,3,0,1,1,y,none,False,g,Dracula clearly central,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1175720,u,Gerritory,sys,2,RUL,EXP,UNC,1,2,0,0,2,m,sys,True,m,Likely territory-control system,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1178520,u,Hearts 3D Premium,unc,1,LOV,UNC,NA,1,1,0,1,1,m,unk,True,m,"Card-game style, unclear protagonist",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1178680,y,RetroVamp,fns,2,SHA,MAG,REB,2,2,1,0,1,y,none,False,m,Vampire protagonist likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1181010,u,PUT IN BAD,unc,1,UNC,NA,NA,0,0,0,0,1,n,unk,True,m,Insufficient data,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1186960,u,Cowboys vs Hipsters,fen,1,REB,JES,UNC,1,1,0,0,2,m,multi,True,m,Likely opposing factions,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1187410,u,Master Of Dodging,fns,2,EVE,REB,JES,2,2,0,1,1,m,none,True,m,Dodge-action protagonist unclear,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1190120,u,Good doktor,fns,1,CAR,SAG,EVE,1,1,0,0,1,m,unk,True,m,Possibly doctor protagonist,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1194600,u,Bronze Hoof,nfx,2,HER,EXP,UNC,2,2,0,0,1,m,unk,True,m,Likely nonhuman hoofed character,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1196240,u,WizardPunk,fns,2,MAG,REB,JES,2,2,0,0,1,m,none,True,m,"Wizard theme, uncertain protagonist",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1196890,u,Puzzle Tower,pav,1,SAG,EXP,UNC,1,1,0,2,1,m,sys,True,m,"Puzzle interface, avatar-like",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1197960,u,Gravity Balls,spr,1,HER,JES,UNC,1,1,0,2,1,m,spr,True,m,Sports/ball control uncertain,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1200290,u,FlyManMissile,fns,1,HER,REB,JES,1,1,0,0,1,m,unk,True,m,Action hero implied,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1201000,u,Reincarnated As A Monster,nfx,2,SHA,REB,EXP,2,2,1,0,2,m,unk,True,m,Monster protagonist implied,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1201220,u,Afterbern Democralypse,sys,1,REB,RUL,JES,1,1,0,0,2,m,sys,True,m,Political/systemic play likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1201500,u,Christmas Cats Revenge,nfx,2,REB,JES,LOV,1,1,0,0,1,m,unk,True,m,"Cats likely central, uncertain",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1202730,u,nStations,sys,1,RUL,SAG,UNC,1,1,0,0,1,m,sys,True,m,Station-management likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1204330,u,"Fight,to the last",fns,2,HER,SHA,REB,2,2,1,0,1,m,none,True,m,Combat-focused title,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1209080,u,Defense and Revenge,fns,1,SHA,HER,REB,1,1,1,0,1,m,none,True,m,"Revenge theme, unclear lead",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1209570,u,Cosmos,sys,1,EXP,SAG,MAG,1,1,0,0,1,m,sys,True,m,"Cosmic/systemic, no clear protagonist",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1210340,u,Breakneck City,sys,1,REB,RUL,SHA,1,1,0,0,1,m,sys,True,m,City/system focus likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1212040,u,Paws & Effect: My Dogs Are Human!,fns,2,CAR,JES,MAG,2,2,0,1,2,m,unk,True,m,Animal transformation premise,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1213180,u,Hero Mini Maker,cbd,2,CRE,HER,EXP,2,2,0,2,1,m,info,True,m,Character creator tool,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1215650,u,William's Love Prelude,fns,2,LOV,EVE,CAR,1,1,0,0,1,m,unk,True,m,Romance protagonist likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1217310,u,One True Cuddle,fns,2,LOV,CAR,INN,1,1,0,1,1,m,unk,True,m,Cuddly romance theme,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1217860,u,Royal Rescue SRPG,sys,1,RUL,HER,SAG,1,1,0,0,2,m,sys,True,m,Strategy rescue role,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1220690,u,RESPITE 2.0,unc,1,UNC,NA,NA,1,1,0,0,1,m,unk,True,m,No reliable protagonist info,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1220830,u,BATTLE POLYGON,sys,1,HER,RUL,REB,1,1,0,0,1,m,sys,True,m,Likely strategy battle system,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1222610,u,Model Kit Simulator VR,sim,1,CRE,EXP,SAG,1,1,0,2,1,m,sim,True,m,"Simulator, no protagonist",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1223370,u,Beardy McStrongarm,fns,2,HER,JES,REB,2,2,0,0,1,m,unk,True,m,Named action character likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1224720,u,Kowi Ishto: Battle of Akonoli,fns,1,HER,RUL,EXP,1,1,0,0,2,m,unk,True,m,"Battle title, uncertain lead",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1226210,u,Fever Cabin,unc,1,UNC,NA,NA,0,0,0,0,1,n,unk,True,m,Insufficient information,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1226880,u,"Hard, Fast, & Flashy",spr,1,JES,HER,REB,1,1,0,2,1,m,spr,True,m,Racing/action likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1230100,u,Fantastic Fishing,sim,1,EXP,SAG,INN,1,1,0,1,1,m,sim,True,m,Fishing simulator likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1232310,u,Bonfire,unc,1,UNC,NA,NA,1,1,0,0,1,m,unk,True,m,Too ambiguous,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1232410,u,孙美琪疑案 第二季,fns,2,SAG,EXP,MAG,2,2,0,0,2,m,none,True,g,Detective mystery series,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1232830,u,BoyandBox,fns,1,EVE,EXP,CRE,1,1,0,0,1,m,unk,True,m,Boy and box likely duo,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1234850,u,Synthetic Blood: Mind Shift,fns,1,MAG,SHA,EXP,1,1,1,0,2,m,unk,True,m,Sci-fi transformation theme,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1237310,u,Rocket Shipment,sys,1,EXP,RUL,SAG,1,1,0,0,1,m,sys,True,m,Delivery/system role likely,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1237780,u,AREA MAN LIVES,fns,1,EVE,SAG,REB,1,1,0,0,2,m,info,True,m,Everyman implied by title,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1239000,u,Relentless,fns,1,HER,SHA,REB,1,1,1,0,1,m,unk,True,m,"Action title, uncertain lead",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1243010,u,James Peris: No license nor control - Definitive edition,fns,3,JES,REB,SAG,3,3,0,0,1,y,none,False,g,Named comedic protagonist,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1243150,u,Mr Maker 3D Level Editor,sim,1,CRE,SAG,UNC,1,1,0,1,1,m,sim,True,m,"Level editor, not protagonist",steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1243750,u,Sea Fishing Simulator,sim,1,EXP,INN,UNC,1,1,0,1,1,m,sim,True,m,Simulator role only,steam-v006-rest54mini-part_010-chunk-0076-ranks-49751-49800,10
1243820,n,NYC Bungee,nop,1,NA,NA,NA,0,0,0,0,0,n,nop,False,m,No clear game protagonist,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1245900,y,Comrade-in-Arms,fns,1,HER,REB,SHA,1,1,1,1,1,m,none,True,m,Likely soldier protagonist,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1247580,y,The Dark Heart of Balor,fns,1,MAG,SHA,REB,1,1,2,1,2,m,unk,True,m,Fantasy lead uncertain from title,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1248860,n,Cuyo,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,Abstract arcade puzzle,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1259150,n,Plan V: Virtual Studio,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Studio management simulator,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1263490,y,Sweet Solitaire: School Witch,fns,1,MAG,INN,EVE,1,1,0,1,1,m,none,True,m,Witch-themed solitaire character,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1264470,n,3dRudder Driver for SteamVR,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,"Driver utility, not game",steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1264500,y,Soldier Matt Sowards,fns,3,HER,SHA,EVE,3,2,2,1,1,y,none,False,m,Named soldier protagonist,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1264510,u,Get Out...,unc,0,UNC,UNC,UNC,0,0,0,0,0,m,unk,True,u,Insufficient identification,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1265140,y,Get Gem,pav,1,EXP,CRE,EVE,1,1,0,2,0,m,none,True,m,Likely gem-collecting avatar,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1265970,y,Dark City: Dublin Collector's Edition,fns,1,SAG,EXP,EVE,1,1,0,1,2,m,info,True,m,Hidden-object mystery likely,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1270370,n,Bat of dead,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,"Ambiguous title, no usable protagonist",steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1272500,y,Paraiso Island,sim,1,CRE,EXP,INN,1,1,0,1,1,m,sim,True,m,Island builder/sim likely,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1273920,y,Dark Romance: Ashville Collector's Edition,fns,2,LOV,SAG,EXP,2,2,0,1,2,y,info,False,m,Romance mystery protagonist,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1275190,y,Inside The Mirror,fns,1,EXP,MAG,SAG,1,1,0,1,2,m,unk,True,m,Likely exploration/horror lead,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1275410,n,Only One Rectangle,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,Abstract minimalist puzzle,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1275880,n,WWII Zombies,sys,0,NA,NA,NA,0,0,0,0,0,n,sys,False,g,"Mode/system, not protagonist",steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1276450,y,Modest Hero,fns,2,HER,EVE,INN,2,1,0,1,1,m,none,True,m,"Heroic title, low detail",steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1280730,n,Lovely Goddess,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,m,Likely non-game or no clear protagonist,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1281600,n,Zen Universe,sim,0,NA,NA,NA,0,0,0,0,0,n,sim,False,m,Universe sim/meditative system,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1283550,n,Rotatex 3,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,Puzzle abstraction,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1289780,y,Not Our Home: Platinum Edition,fns,1,EVE,EXP,SHA,1,1,1,1,2,m,info,True,m,Likely survival narrative,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1290010,y,Spacefighter Rukia,fns,2,HER,MAG,REB,2,1,0,1,1,m,none,True,m,Named fighter pilot,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1297370,n,Zombies Don't Drive,nop,0,NA,NA,NA,0,0,0,0,0,n,nop,False,g,"Likely joke title, no protagonist",steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1298100,y,The Old West Savior,fns,2,HER,RUL,SHA,2,1,1,1,1,m,none,True,m,Savior western lead,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1300670,y,ヤドカリサバイブ,nfx,2,EVE,EXP,INN,1,1,0,1,1,m,none,True,m,Hermit crab survival,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1303260,n,Drift Racing Rally,spr,0,NA,NA,NA,0,0,0,0,0,n,spr,False,g,Racing role,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1303870,y,Mischance,fns,1,SHA,EVE,REB,1,1,2,1,2,m,unk,True,m,Ambiguous dark narrative,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
1305120,y,The Lost Legends of Redwall: The Scout Act 2,fns,3,EXP,HER,EVE,3,3,0,1,2,y,info,False,g,Scout protagonist,steam-v006-rest54mini-part_010-chunk-0077-ranks-49801-49850,10
